generated_at,model_id,model_name_zh,research_artifact_id,artifact_version,source_timing_artifact_id,anomaly_exclusion_basis,decision_basis,sensitivity_basis,feature_time_basis,feature_time_basis_zh,feature_information_cutoff,candidate_confirmation_rule_id,pending_window_days,exit_clock_id,entry_rule_id,stop_rule_id,win_definition,neutral_definition,failure_definition,high_return_definition,monthly_revenue_scope,financial_statement_scope,financial_statement_fields_excluded,same_stock_non_overlap_applied,same_stock_overlap_pair_count,same_stock_revenue_period_repeat_count,timing_expected_accepted_trade_count,timing_accepted_trade_count_parity_status,anomaly_interpretation_status,feature_context_revenue_anomaly_candidate_count,feature_context_candidate_values_retained_in_feature_evidence,sample_count_context,combination_policy,approved_for_daily,production_change,promotion_readiness,row_type,feature_order,feature_id,feature_family,feature_rule,feature_column,feature_observed_column,feature_independence_status,equivalent_to_feature_id,feature_observed_count,feature_coverage_pct,feature_hit_count,evidence_interpretation,accepted_trade_count,win_count,neutral_count,failure_count,win_rate_pct,neutral_rate_pct,failure_rate_pct,avg_realized_return_pct,median_realized_return_pct,high_return_8_count,high_return_8_rate_pct,loss_5_count,loss_5_rate_pct,feature_hit_rate_within_observed_pct,high_return_group_count,high_return_feature_observed_count,high_return_feature_hit_count,high_return_feature_hit_rate_pct,high_return_feature_hit_rate_within_observed_pct,win_group_count,win_feature_observed_count,win_feature_hit_count,win_feature_hit_rate_pct,win_feature_hit_rate_within_observed_pct,failure_group_count,failure_feature_observed_count,failure_feature_hit_count,failure_feature_hit_rate_pct,failure_feature_hit_rate_within_observed_pct,high_return_minus_failure_hit_rate_pct,high_return_minus_failure_hit_rate_within_observed_pct,delta_vs_baseline_win_rate_pct,delta_vs_baseline_failure_rate_pct,delta_vs_baseline_avg_return_pct,delta_vs_baseline_median_return_pct,delta_vs_baseline_high_return_8_rate_pct,delta_vs_baseline_loss_5_rate_pct,high_return_feature_value_count,high_return_feature_mean,high_return_feature_median,win_feature_value_count,win_feature_mean,win_feature_median,failure_feature_value_count,failure_feature_mean,failure_feature_median,high_return_minus_failure_feature_mean,high_return_minus_failure_feature_median,candidate_threshold_sensitivity_direction_status
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,including_unresolved_anomaly_candidates_primary,True,False,confirmation_date_close,確認日收盤已知,confirmation_date_close_before_entry_next_open,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1702,pass,blocked_pending_root_cause_anomaly_candidate_review,101,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,numeric_feature,200,rsi14,technical,"compare rsi14 between high-return, win, and failure groups at confirmation_date_close",rsi14,rsi14,numeric_contrast_not_binary_mask,,1702,100.0,,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,,480.0,,,,,587.0,,,,,878.0,,,,,,,,,,,,,480.0,66.1383,65.2174,587.0,66.3328,65.4135,878.0,66.6381,65.93,-0.4998,-0.7126,stable_same_direction
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,including_unresolved_anomaly_candidates_primary,True,False,confirmation_date_close,確認日收盤已知,confirmation_date_close_before_entry_next_open,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1702,pass,blocked_pending_root_cause_anomaly_candidate_review,101,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,numeric_feature,210,macd_hist,technical,"compare macd_hist between high-return, win, and failure groups at confirmation_date_close",macd_hist,macd_hist,numeric_contrast_not_binary_mask,,1527,89.718,,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,,480.0,,,,,587.0,,,,,878.0,,,,,,,,,,,,,450.0,2.3062,0.4203,548.0,2.0187,0.3783,766.0,0.8384,0.2488,1.4678,0.1715,stable_same_direction
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,including_unresolved_anomaly_candidates_primary,True,False,confirmation_date_close,確認日收盤已知,confirmation_date_close_before_entry_next_open,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1702,pass,blocked_pending_root_cause_anomaly_candidate_review,101,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,numeric_feature,220,kd_k_value,technical,"compare k_value between high-return, win, and failure groups at confirmation_date_close",k_value,k_value,numeric_contrast_not_binary_mask,,1702,100.0,,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,,480.0,,,,,587.0,,,,,878.0,,,,,,,,,,,,,480.0,69.4652,70.0783,587.0,69.78,70.4532,878.0,69.2814,69.9768,0.1838,0.1015,stable_same_direction
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,including_unresolved_anomaly_candidates_primary,True,False,confirmation_date_close,確認日收盤已知,confirmation_date_close_before_entry_next_open,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1702,pass,blocked_pending_root_cause_anomaly_candidate_review,101,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,numeric_feature,230,kd_d_value,technical,"compare d_value between high-return, win, and failure groups at confirmation_date_close",d_value,d_value,numeric_contrast_not_binary_mask,,1702,100.0,,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,,480.0,,,,,587.0,,,,,878.0,,,,,,,,,,,,,480.0,60.1022,60.2934,587.0,60.412,60.4737,878.0,59.5691,59.6217,0.5331,0.6717,stable_same_direction
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,including_unresolved_anomaly_candidates_primary,True,False,confirmation_date_close,確認日收盤已知,confirmation_date_close_before_entry_next_open,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1702,pass,blocked_pending_root_cause_anomaly_candidate_review,101,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,numeric_feature,240,kdj_j_value,technical,"compare kdj_j_value between high-return, win, and failure groups at confirmation_date_close",kdj_j_value,kdj_j_value,numeric_contrast_not_binary_mask,,1702,100.0,,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,,480.0,,,,,587.0,,,,,878.0,,,,,,,,,,,,,480.0,88.191,89.4375,587.0,88.516,89.9025,878.0,88.706,90.4602,-0.515,-1.0227,stable_same_direction
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,including_unresolved_anomaly_candidates_primary,True,False,confirmation_date_close,確認日收盤已知,confirmation_date_close_before_entry_next_open,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1702,pass,blocked_pending_root_cause_anomaly_candidate_review,101,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,numeric_feature,250,bb_width_pct,technical,"compare bb_width_pct between high-return, win, and failure groups at confirmation_date_close",bb_width_pct,bb_width_pct,numeric_contrast_not_binary_mask,,1702,100.0,,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,,480.0,,,,,587.0,,,,,878.0,,,,,,,,,,,,,480.0,17.8439,15.6801,587.0,17.384,15.2968,878.0,14.4523,12.3982,3.3916,3.2819,stable_same_direction
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,including_unresolved_anomaly_candidates_primary,True,False,confirmation_date_close,確認日收盤已知,confirmation_date_close_before_entry_next_open,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1702,pass,blocked_pending_root_cause_anomaly_candidate_review,101,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,numeric_feature,260,ema23_slope_5d_pct,technical,"compare ema23_slope_5d_pct between high-return, win, and failure groups at confirmation_date_close",ema23_slope_5d_pct,ema23_slope_5d_pct,numeric_contrast_not_binary_mask,,1579,92.7732,,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,,480.0,,,,,587.0,,,,,878.0,,,,,,,,,,,,,455.0,2.0388,1.6968,559.0,1.9857,1.616,803.0,1.5673,1.2015,0.4715,0.4953,stable_same_direction
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,including_unresolved_anomaly_candidates_primary,True,False,confirmation_date_close,確認日收盤已知,confirmation_date_close_before_entry_next_open,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1702,pass,blocked_pending_root_cause_anomaly_candidate_review,101,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,numeric_feature,270,distance_to_ema23_pct,technical,"compare distance_to_ema23_pct between high-return, win, and failure groups at confirmation_date_close",distance_to_ema23_pct,distance_to_ema23_pct,numeric_contrast_not_binary_mask,,1665,97.8261,,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,,480.0,,,,,587.0,,,,,878.0,,,,,,,,,,,,,472.0,8.9809,8.4356,578.0,8.6833,8.1025,856.0,7.4686,6.572,1.5123,1.8636,stable_same_direction
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,including_unresolved_anomaly_candidates_primary,True,False,confirmation_date_close,確認日收盤已知,confirmation_date_close_before_entry_next_open,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1702,pass,blocked_pending_root_cause_anomaly_candidate_review,101,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,numeric_feature,300,tdcc_consecutive_up_weeks,tdcc,"compare tdcc_consecutive_up_weeks between high-return, win, and failure groups at confirmation_date_close",tdcc_consecutive_up_weeks,tdcc_consecutive_up_weeks,numeric_contrast_not_binary_mask,,323,18.9777,,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,,480.0,,,,,587.0,,,,,878.0,,,,,,,,,,,,,93.0,0.8817,0.0,119.0,1.1849,1.0,150.0,1.4067,1.0,-0.525,-1.0,stable_same_direction
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,including_unresolved_anomaly_candidates_primary,True,False,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1702,pass,blocked_pending_root_cause_anomaly_candidate_review,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,baseline,0,fixed_range23_breakout_3d_confirmation_d20_baseline,baseline,23-day highest-close breakout within three trading days; next-open entry; confirmation-relative D+20 close exit,,,baseline_not_applicable,,1702,100.0,1702,baseline_anchor,1702.0,587.0,237.0,878.0,34.4888,13.9248,51.5864,4.0604,-0.6229,480.0,28.2021,565.0,33.1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baseline_sensitivity_published
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,including_unresolved_anomaly_candidates_primary,True,False,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1702,pass,blocked_pending_root_cause_anomaly_candidate_review,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,binary_feature,10,revenue_latest30_and_cumulative20,monthly_revenue,latest monthly revenue YoY >= 30% and cumulative monthly revenue YoY >= 20% evaluated at signal_date_close,feature__revenue_latest30_and_cumulative20,feature_observed__revenue_latest30_and_cumulative20,distinct_observed_mask,,1701,99.9412,827,positive_discriminator_single_feature_candidate,827.0,313.0,101.0,413.0,37.8476,12.2128,49.9395,4.4761,0.0,255.0,30.8343,269.0,32.5272,48.6185,480.0,480.0,255.0,53.125,53.125,587.0,587.0,313.0,53.322,53.322,878.0,877.0,413.0,47.0387,47.0924,6.0863,6.0326,3.3588,-1.6469,0.4157,0.6229,2.6322,-0.669,,,,,,,,,,,,stable_positive
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,including_unresolved_anomaly_candidates_primary,True,False,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1702,pass,blocked_pending_root_cause_anomaly_candidate_review,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,binary_feature,20,revenue_latest50_and_cumulative30,monthly_revenue,latest monthly revenue YoY >= 50% and cumulative monthly revenue YoY >= 30% evaluated at signal_date_close,feature__revenue_latest50_and_cumulative30,feature_observed__revenue_latest50_and_cumulative30,distinct_observed_mask,,1701,99.9412,441,positive_discriminator_single_feature_candidate,441.0,166.0,53.0,222.0,37.6417,12.0181,50.3401,4.668,-0.2829,142.0,32.1995,148.0,33.5601,25.9259,480.0,480.0,142.0,29.5833,29.5833,587.0,587.0,166.0,28.2794,28.2794,878.0,877.0,222.0,25.2847,25.3136,4.2986,4.2697,3.1529,-1.2463,0.6076,0.34,3.9974,0.3639,,,,,,,,,,,,stable_positive
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,including_unresolved_anomaly_candidates_primary,True,False,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1702,pass,blocked_pending_root_cause_anomaly_candidate_review,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,binary_feature,30,revenue_latest_yoy_ge100,monthly_revenue,latest monthly revenue YoY >= 100% evaluated at signal_date_close,feature__revenue_latest_yoy_ge100,feature_observed__revenue_latest_yoy_ge100,distinct_observed_mask,,1701,99.9412,257,failure_associated_risk_feature_candidate,257.0,84.0,26.0,147.0,32.6848,10.1167,57.1984,2.009,-2.1417,72.0,28.0156,90.0,35.0195,15.1088,480.0,480.0,72.0,15.0,15.0,587.0,587.0,84.0,14.3101,14.3101,878.0,877.0,147.0,16.7426,16.7617,-1.7426,-1.7617,-1.804,5.612,-2.0514,-1.5188,-0.1865,1.8233,,,,,,,,,,,,stable_risk
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,including_unresolved_anomaly_candidates_primary,True,False,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1702,pass,blocked_pending_root_cause_anomaly_candidate_review,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,binary_feature,40,revenue_latest_yoy_improving_2m,monthly_revenue,latest monthly revenue YoY improves for two consecutive available months evaluated at signal_date_close,feature__revenue_latest_yoy_improving_2m,feature_observed__revenue_latest_yoy_improving_2m,distinct_observed_mask,,1694,99.53,433,failure_associated_risk_feature_candidate,433.0,133.0,58.0,242.0,30.7159,13.3949,55.8891,2.4089,-1.7717,108.0,24.9423,157.0,36.2587,25.5608,480.0,479.0,108.0,22.5,22.547,587.0,586.0,133.0,22.6576,22.6962,878.0,871.0,242.0,27.5626,27.7842,-5.0626,-5.2372,-3.7729,4.3027,-1.6515,-1.1488,-3.2598,3.0625,,,,,,,,,,,,stable_risk
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,including_unresolved_anomaly_candidates_primary,True,False,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1702,pass,blocked_pending_root_cause_anomaly_candidate_review,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,binary_feature,50,revenue_cumulative_yoy_improving_2m,monthly_revenue,cumulative monthly revenue YoY improves for two consecutive available months evaluated at signal_date_close,feature__revenue_cumulative_yoy_improving_2m,feature_observed__revenue_cumulative_yoy_improving_2m,distinct_observed_mask,,1698,99.765,630,failure_associated_risk_feature_candidate,630.0,202.0,85.0,343.0,32.0635,13.4921,54.4444,2.9817,-1.3143,166.0,26.3492,217.0,34.4444,37.1025,480.0,479.0,166.0,34.5833,34.6555,587.0,586.0,202.0,34.4123,34.471,878.0,875.0,343.0,39.0661,39.2,-4.4828,-4.5445,-2.4253,2.858,-1.0787,-0.6914,-1.8529,1.2482,,,,,,,,,,,,stable_risk
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,including_unresolved_anomaly_candidates_primary,True,False,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1702,pass,blocked_pending_root_cause_anomaly_candidate_review,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,binary_feature,60,revenue_latest_yoy_delta_ge20,monthly_revenue,latest monthly revenue YoY improves by at least 20 percentage points month over month evaluated at signal_date_close,feature__revenue_latest_yoy_delta_ge20,feature_observed__revenue_latest_yoy_delta_ge20,distinct_observed_mask,,1698,99.765,683,failure_associated_risk_feature_candidate,683.0,200.0,95.0,388.0,29.2826,13.9092,56.8082,2.392,-1.8667,165.0,24.1581,252.0,36.896,40.2238,480.0,480.0,165.0,34.375,34.375,587.0,587.0,200.0,34.0716,34.0716,878.0,874.0,388.0,44.1913,44.3936,-9.8163,-10.0186,-5.2062,5.2218,-1.6684,-1.2438,-4.044,3.6998,,,,,,,,,,,,stable_risk
