rule_name,rule_family,target_window,entry_basis,target_return_pct,selected_stock_days,hit_stock_days,hit_rate_pct,coverage_of_all_hits_pct,selected_unique_stocks,hit_unique_stocks,median_next_open_to_high_return_pct,avg_next_open_to_high_return_pct,avg_signal_close_to_next_open_gap_pct,tdcc_available_rate_pct,top_market_regime_counts,sample_status
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + macd_hist_pos + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,272,77,28.31,0.1,102,39,4.57,8.77,0.85,100.0,strong_bull=262; mild_bull=10,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + return_5d_5_20,price_position+tdcc+volume,D+20,D+1_open,10.0,166,47,28.31,0.06,87,29,5.25,9.24,0.97,100.0,strong_bull=130; range_or_unclear=27; mild_bull=9,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_all_up + kd_bullish_not_overheated,market+tdcc+technical+volume,D+20,D+1_open,10.0,518,146,28.19,0.19,281,104,4.66,10.01,0.81,100.0,strong_bull=493; mild_bull=25,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_up + kd_bullish_not_overheated,market+tdcc+technical+volume,D+20,D+1_open,10.0,685,193,28.18,0.25,354,129,4.63,9.73,0.75,100.0,strong_bull=656; mild_bull=29,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_all_up + bb_width_not_extreme + near_60d_high_5pct,price_position+tdcc+technical+volume,D+20,D+1_open,10.0,146,41,28.08,0.05,79,29,4.89,12.33,0.53,100.0,strong_bull=134; range_or_unclear=9; mild_bull=3,ok_initial_sample
day_vol_ge_2 + tdcc_high_up + kd_bullish_not_overheated + bb_width_not_extreme,tdcc+technical+volume,D+20,D+1_open,10.0,417,117,28.06,0.15,260,83,4.19,9.7,0.89,100.0,strong_bull=383; range_or_unclear=24; mild_bull=10,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2 + macd_hist_pos + return_20d_10_60,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,107,30,28.04,0.04,61,21,5.13,9.05,0.96,100.0,strong_bull=107,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_all_up + kd_bullish_not_overheated + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,332,93,28.01,0.12,198,66,5.02,10.84,0.97,100.0,strong_bull=332,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_all_up + kd_bullish_not_overheated + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,229,64,27.95,0.08,146,50,5.28,11.11,1.06,100.0,strong_bull=229,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + close_above_ema23 + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,283,79,27.92,0.1,99,41,4.82,8.77,0.86,100.0,strong_bull=273; mild_bull=10,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + tdcc_high_streak2,market+tdcc+volume,D+20,D+1_open,10.0,215,60,27.91,0.08,80,34,4.55,9.52,0.65,100.0,strong_bull=215,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_all_up + kd_bullish_not_overheated + bb_width_not_extreme,market+tdcc+technical+volume,D+20,D+1_open,10.0,291,81,27.84,0.1,188,58,4.26,9.83,0.9,100.0,strong_bull=291,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_up + kd_bullish_not_overheated + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,327,91,27.83,0.12,156,60,5.06,10.67,0.72,100.0,strong_bull=312; mild_bull=15,ok_initial_sample
day_vol_ge_2 + tdcc_all_up + bb_width_not_extreme + near_60d_high_10pct,price_position+tdcc+technical+volume,D+20,D+1_open,10.0,277,77,27.8,0.1,161,51,4.63,10.69,0.79,100.0,strong_bull=253; range_or_unclear=18; mild_bull=6,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + macd_hist_pos + return_5d_5_20,price_position+tdcc+technical+volume,D+20,D+1_open,10.0,144,40,27.78,0.05,80,26,4.78,8.64,1.02,100.0,strong_bull=114; range_or_unclear=26; mild_bull=4,ok_initial_sample
vol5_avg_ge_2 + tdcc_high_streak2 + kd_bullish_not_overheated,tdcc+technical+volume,D+20,D+1_open,10.0,126,35,27.78,0.05,49,14,4.97,11.34,0.7,100.0,strong_bull=97; range_or_unclear=21; mild_bull=6; weak_or_correction=2,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_up + kd_bullish_not_overheated + bb_width_not_extreme,market+tdcc+technical+volume,D+20,D+1_open,10.0,393,109,27.74,0.14,253,78,3.88,9.64,0.85,100.0,strong_bull=383; mild_bull=10,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_all_up + bb_width_not_extreme + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,137,38,27.74,0.05,76,27,4.49,12.33,0.56,100.0,strong_bull=134; mild_bull=3,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_up + bb_width_not_extreme + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,325,90,27.69,0.12,192,59,4.01,10.42,0.67,100.0,strong_bull=319; mild_bull=6,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + macd_hist_pos,market+tdcc+technical+volume,D+20,D+1_open,10.0,365,101,27.67,0.13,128,47,4.34,8.64,0.72,100.0,strong_bull=346; mild_bull=19,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_up + kd_bullish_not_overheated,market+tdcc+technical+volume,D+20,D+1_open,10.0,656,181,27.59,0.23,347,122,4.51,9.65,0.74,100.0,strong_bull=656,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_all_up + kd_bullish_not_overheated,market+tdcc+technical+volume,D+20,D+1_open,10.0,493,136,27.59,0.18,273,97,4.55,9.96,0.8,100.0,strong_bull=493,ok_initial_sample
day_vol_ge_2 + tdcc_all_up + bb_width_not_extreme,tdcc+technical+volume,D+20,D+1_open,10.0,482,133,27.59,0.17,269,83,4.04,9.61,0.66,100.0,strong_bull=442; range_or_unclear=29; mild_bull=11,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + close_above_ema23 + return_5d_5_20,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,185,51,27.57,0.07,86,31,4.94,9.92,0.65,100.0,strong_bull=180; mild_bull=5,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + rsi_50_75 + return_5d_5_20,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,109,30,27.52,0.04,58,19,4.82,10.61,0.54,100.0,strong_bull=106; mild_bull=3,ok_initial_sample
vol5_avg_ge_2 + market_bull + tdcc_high_streak2 + return_5d_5_20,market+price_position+tdcc+volume,D+20,D+1_open,10.0,109,30,27.52,0.04,49,19,4.82,10.72,0.66,100.0,strong_bull=99; mild_bull=10,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_streak2 + macd_hist_pos + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,262,72,27.48,0.09,101,39,4.57,8.57,0.86,100.0,strong_bull=262,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + tdcc_high_streak2 + near_60d_high_10pct,market+price_position+tdcc+volume,D+20,D+1_open,10.0,131,36,27.48,0.05,60,23,4.63,8.26,0.85,100.0,strong_bull=131,ok_initial_sample
vol5_avg_ge_2 + market_bull + tdcc_high_streak2,market+tdcc+volume,D+20,D+1_open,10.0,241,66,27.39,0.09,86,35,4.63,9.41,0.6,100.0,strong_bull=215; mild_bull=26,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + macd_hist_pos + near_60d_high_5pct,price_position+tdcc+technical+volume,D+20,D+1_open,10.0,190,52,27.37,0.07,89,29,4.52,8.48,0.97,100.0,strong_bull=154; range_or_unclear=29; mild_bull=5; weak_or_correction=2,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_streak2 + return_5d_5_20,market+price_position+tdcc+volume,D+20,D+1_open,10.0,183,50,27.32,0.06,87,32,4.94,9.73,0.64,100.0,strong_bull=183,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_up + bb_width_not_extreme + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,319,87,27.27,0.11,189,58,4.01,10.31,0.67,100.0,strong_bull=319,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + close_above_ema23 + near_60d_high_10pct,price_position+tdcc+technical+volume,D+20,D+1_open,10.0,253,69,27.27,0.09,107,38,4.72,8.43,0.86,100.0,strong_bull=201; range_or_unclear=41; mild_bull=8; weak_or_correction=3,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_up + kd_bullish_not_overheated + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,312,85,27.24,0.11,150,56,5.05,10.57,0.7,100.0,strong_bull=312,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + close_above_ema23 + near_60d_high_5pct,price_position+tdcc+technical+volume,D+20,D+1_open,10.0,202,55,27.23,0.07,91,32,4.68,8.36,0.95,100.0,strong_bull=163; range_or_unclear=30; mild_bull=7; weak_or_correction=2,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_streak2 + close_above_ema23 + return_5d_5_20,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,180,49,27.22,0.06,85,31,4.99,9.76,0.66,100.0,strong_bull=180,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_streak2 + near_60d_high_5pct,price_position+tdcc+volume,D+20,D+1_open,10.0,261,71,27.2,0.09,94,35,4.41,8.05,0.85,100.0,strong_bull=216; range_or_unclear=36; mild_bull=8; weak_or_correction=1,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_streak2 + macd_hist_pos,market+tdcc+technical+volume,D+20,D+1_open,10.0,346,94,27.17,0.12,125,47,4.38,8.54,0.72,100.0,strong_bull=346,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_up + kd_bullish_not_overheated + bb_width_not_extreme,market+tdcc+technical+volume,D+20,D+1_open,10.0,383,104,27.15,0.13,248,75,3.88,9.53,0.85,100.0,strong_bull=383,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_streak2 + close_above_ema23 + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,273,74,27.11,0.1,98,41,4.82,8.58,0.87,100.0,strong_bull=273,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + macd_hist_pos + near_60d_high_10pct,price_position+tdcc+technical+volume,D+20,D+1_open,10.0,251,68,27.09,0.09,108,35,4.5,8.44,0.86,100.0,strong_bull=196; range_or_unclear=44; mild_bull=8; weak_or_correction=3,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + close_above_ema23,market+tdcc+technical+volume,D+20,D+1_open,10.0,381,103,27.03,0.13,120,48,4.64,9.26,0.76,100.0,strong_bull=364; mild_bull=17,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + macd_hist_pos + return_20d_10_60,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,111,30,27.03,0.04,64,21,5.13,8.84,0.95,100.0,strong_bull=107; mild_bull=4,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_all_up + bb_width_not_extreme,market+tdcc+technical+volume,D+20,D+1_open,10.0,453,122,26.93,0.16,261,79,3.83,9.48,0.62,100.0,strong_bull=442; mild_bull=11,ok_initial_sample
day_vol_ge_2 + tdcc_high_up + bb_width_not_extreme,tdcc+technical+volume,D+20,D+1_open,10.0,624,168,26.92,0.22,336,104,3.6,9.38,0.63,100.0,strong_bull=577; range_or_unclear=36; mild_bull=11,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_all_up + bb_width_not_extreme + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,134,36,26.87,0.05,73,25,4.47,11.97,0.55,100.0,strong_bull=134,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + return_5d_5_20,market+price_position+tdcc+volume,D+20,D+1_open,10.0,194,52,26.8,0.07,89,32,4.99,9.72,0.62,100.0,strong_bull=183; mild_bull=11,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_streak2 + macd_hist_pos + kd_bullish_not_overheated + near_60d_high_10pct,price_position+tdcc+technical+volume,D+20,D+1_open,10.0,153,41,26.8,0.05,63,17,4.49,8.8,0.55,100.0,strong_bull=117; range_or_unclear=27; mild_bull=8; weak_or_correction=1,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_up + bb_width_not_extreme,market+tdcc+technical+volume,D+20,D+1_open,10.0,588,157,26.7,0.2,327,100,3.41,9.34,0.58,100.0,strong_bull=577; mild_bull=11,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_all_up + bb_width_not_extreme + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,259,69,26.64,0.09,156,47,4.17,10.51,0.75,100.0,strong_bull=253; mild_bull=6,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_all_up + kd_bullish_not_overheated + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,263,70,26.62,0.09,132,49,5.03,10.84,0.78,100.0,strong_bull=249; mild_bull=14,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_all_up + bb_width_not_extreme,market+tdcc+technical+volume,D+20,D+1_open,10.0,442,117,26.47,0.15,256,76,3.85,9.41,0.61,100.0,strong_bull=442,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_streak2 + rsi_50_75 + return_5d_5_20,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,106,28,26.42,0.04,58,19,4.79,10.21,0.54,100.0,strong_bull=106,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_streak2 + close_above_ema23,market+tdcc+technical+volume,D+20,D+1_open,10.0,364,96,26.37,0.12,118,48,4.69,9.16,0.77,100.0,strong_bull=364,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2 + close_above_ema23 + return_5d_5_20,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,129,34,26.36,0.04,74,24,4.48,8.9,1.06,100.0,strong_bull=129,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_up + bb_width_not_extreme,market+tdcc+technical+volume,D+20,D+1_open,10.0,577,152,26.34,0.2,322,97,3.41,9.28,0.57,100.0,strong_bull=577,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + close_above_ema23 + return_5d_5_20,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,133,35,26.32,0.05,75,24,4.48,9.12,1.02,100.0,strong_bull=129; mild_bull=4,ok_initial_sample
vol5_avg_ge_2 + market_bull + tdcc_high_streak2 + kd_bullish_not_overheated,market+tdcc+technical+volume,D+20,D+1_open,10.0,103,27,26.21,0.03,46,12,4.76,11.09,0.78,100.0,strong_bull=97; mild_bull=6,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + near_60d_high_5pct,price_position+tdcc+volume,D+20,D+1_open,10.0,214,56,26.17,0.07,95,33,4.59,8.11,0.87,100.0,strong_bull=175; range_or_unclear=30; mild_bull=7; weak_or_correction=2,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2 + return_5d_5_20,market+price_position+tdcc+volume,D+20,D+1_open,10.0,130,34,26.15,0.04,75,24,4.34,8.83,1.05,100.0,strong_bull=130,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_all_up + bb_width_not_extreme + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,253,66,26.09,0.09,153,46,4.17,10.37,0.75,100.0,strong_bull=253,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + close_above_ema23,tdcc+technical+volume,D+20,D+1_open,10.0,327,85,25.99,0.11,129,47,4.5,8.36,0.75,100.0,strong_bull=266; range_or_unclear=47; mild_bull=11; weak_or_correction=3,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + kd_bullish_not_overheated + return_5d_5_20,price_position+tdcc+technical+volume,D+20,D+1_open,10.0,116,30,25.86,0.04,67,19,4.62,8.77,0.98,100.0,strong_bull=92; range_or_unclear=19; mild_bull=5,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_all_up + kd_bullish_not_overheated + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,249,64,25.7,0.08,126,45,5.03,10.72,0.76,100.0,strong_bull=249,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + macd_hist_pos + return_5d_5_20,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,166,42,25.3,0.05,84,28,4.63,8.74,0.6,100.0,strong_bull=161; mild_bull=5,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + macd_hist_pos + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,182,46,25.27,0.06,83,28,3.78,7.98,1.08,100.0,strong_bull=175; mild_bull=7,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + return_5d_5_20,market+price_position+tdcc+volume,D+20,D+1_open,10.0,139,35,25.18,0.05,79,24,4.5,8.89,0.98,100.0,strong_bull=130; mild_bull=9,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + macd_hist_pos,tdcc+technical+volume,D+20,D+1_open,10.0,322,80,24.84,0.1,135,41,3.87,7.79,0.75,100.0,strong_bull=256; range_or_unclear=52; mild_bull=10; weak_or_correction=4,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_streak2 + macd_hist_pos + return_5d_5_20,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,161,40,24.84,0.05,83,28,4.63,8.53,0.61,100.0,strong_bull=161,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_streak2 + macd_hist_pos + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,175,43,24.57,0.06,82,28,3.79,7.69,1.1,100.0,strong_bull=175,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + rsi_50_75,market+tdcc+technical+volume,D+20,D+1_open,10.0,266,65,24.44,0.08,99,31,4.52,8.7,0.43,100.0,strong_bull=253; mild_bull=13,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + near_60d_high_10pct,market+price_position+tdcc+volume,D+20,D+1_open,10.0,350,85,24.29,0.11,122,46,4.2,7.77,0.69,100.0,strong_bull=338; mild_bull=12,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + near_60d_high_10pct,price_position+tdcc+volume,D+20,D+1_open,10.0,317,77,24.29,0.1,129,43,3.98,7.57,0.68,100.0,strong_bull=251; range_or_unclear=53; mild_bull=10; weak_or_correction=3,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2,market+tdcc+volume,D+20,D+1_open,10.0,592,142,23.99,0.18,166,64,3.98,8.1,0.52,100.0,strong_bull=543; mild_bull=49,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_streak2,market+tdcc+volume,D+20,D+1_open,10.0,543,130,23.94,0.17,161,63,3.92,7.95,0.56,100.0,strong_bull=543,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_streak2 + kd_bullish_not_overheated + near_60d_high_10pct,price_position+tdcc+technical+volume,D+20,D+1_open,10.0,188,45,23.94,0.06,73,20,4.42,8.17,0.51,100.0,strong_bull=148; range_or_unclear=29; mild_bull=10; weak_or_correction=1,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + macd_hist_pos + return_5d_5_20,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,118,28,23.73,0.04,71,21,3.98,8.06,1.04,100.0,strong_bull=114; mild_bull=4,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_streak2 + rsi_50_75,market+tdcc+technical+volume,D+20,D+1_open,10.0,253,60,23.72,0.08,99,30,4.55,8.53,0.42,100.0,strong_bull=253,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2 + macd_hist_pos + return_5d_5_20,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,114,27,23.68,0.03,70,21,3.98,7.77,1.08,100.0,strong_bull=114,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_streak2 + near_60d_high_10pct,market+price_position+tdcc+volume,D+20,D+1_open,10.0,338,80,23.67,0.1,121,46,4.23,7.62,0.7,100.0,strong_bull=338,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + close_above_ema23 + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,199,47,23.62,0.06,83,29,4.05,7.63,1.04,100.0,strong_bull=192; mild_bull=7,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + rsi_50_75 + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,163,38,23.31,0.05,72,23,4.59,7.59,0.41,100.0,strong_bull=157; mild_bull=6,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_streak2 + kd_bullish_not_overheated,tdcc+technical+volume,D+20,D+1_open,10.0,290,67,23.1,0.09,103,26,4.09,8.67,0.54,100.0,strong_bull=231; range_or_unclear=43; mild_bull=14; weak_or_correction=2,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + close_above_ema23 + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,209,48,22.97,0.06,98,32,4.36,7.76,0.9,100.0,strong_bull=201; mild_bull=8,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + close_above_ema23 + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,170,39,22.94,0.05,86,27,4.2,7.83,1.0,100.0,strong_bull=163; mild_bull=7,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_streak2 + close_above_ema23 + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,192,44,22.92,0.06,82,29,4.12,7.35,1.06,100.0,strong_bull=192,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2 + macd_hist_pos + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,154,35,22.73,0.05,81,23,4.04,7.71,1.05,100.0,strong_bull=154,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2 + close_above_ema23 + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,163,37,22.7,0.05,83,25,4.05,7.63,1.04,100.0,strong_bull=163,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + macd_hist_pos + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,159,36,22.64,0.05,84,24,4.05,7.91,1.03,100.0,strong_bull=154; mild_bull=5,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2,tdcc+volume,D+20,D+1_open,10.0,539,122,22.63,0.16,189,64,3.76,7.38,0.54,100.0,strong_bull=426; range_or_unclear=75; mild_bull=33; weak_or_correction=5,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + macd_hist_pos + kd_bullish_not_overheated + return_5d_5_20,price_position+tdcc+technical+volume,D+20,D+1_open,10.0,102,23,22.55,0.03,64,15,4.37,7.5,0.98,100.0,strong_bull=79; range_or_unclear=19; mild_bull=4,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_streak2 + macd_hist_pos + kd_bullish_not_overheated,tdcc+technical+volume,D+20,D+1_open,10.0,201,45,22.39,0.06,85,19,3.79,7.94,0.55,100.0,strong_bull=155; range_or_unclear=34; mild_bull=10; weak_or_correction=2,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2 + close_above_ema23 + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,201,45,22.39,0.06,96,31,4.2,7.52,0.93,100.0,strong_bull=201,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + close_above_ema23,market+tdcc+technical+volume,D+20,D+1_open,10.0,277,62,22.38,0.08,123,40,4.05,7.79,0.75,100.0,strong_bull=266; mild_bull=11,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + near_60d_high_5pct,market+price_position+tdcc+volume,D+20,D+1_open,10.0,224,50,22.32,0.06,91,31,3.79,7.29,0.89,100.0,strong_bull=216; mild_bull=8,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_streak2 + rsi_50_75 + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,157,35,22.29,0.05,72,22,4.59,7.24,0.41,100.0,strong_bull=157,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + rsi_50_75,tdcc+technical+volume,D+20,D+1_open,10.0,229,51,22.27,0.07,112,33,3.49,7.49,0.59,100.0,strong_bull=189; range_or_unclear=30; mild_bull=8; weak_or_correction=2,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + macd_hist_pos + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,204,45,22.06,0.06,98,29,4.0,7.59,0.92,100.0,strong_bull=196; mild_bull=8,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + rsi_50_75 + near_60d_high_10pct,price_position+tdcc+technical+volume,D+20,D+1_open,10.0,150,33,22.0,0.04,81,21,3.79,7.03,0.67,100.0,strong_bull=118; range_or_unclear=24; mild_bull=6; weak_or_correction=2,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + near_60d_high_5pct,market+price_position+tdcc+volume,D+20,D+1_open,10.0,182,40,21.98,0.05,91,28,4.12,7.57,0.91,100.0,strong_bull=175; mild_bull=7,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2 + macd_hist_pos + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+20,D+1_open,10.0,196,43,21.94,0.06,96,29,4.0,7.42,0.94,100.0,strong_bull=196,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2 + close_above_ema23,market+tdcc+technical+volume,D+20,D+1_open,10.0,266,58,21.8,0.07,119,38,4.0,7.6,0.76,100.0,strong_bull=266,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_streak2 + near_60d_high_5pct,market+price_position+tdcc+volume,D+20,D+1_open,10.0,216,47,21.76,0.06,90,31,3.85,7.07,0.91,100.0,strong_bull=216,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + macd_hist_pos + kd_bullish_not_overheated + near_60d_high_10pct,price_position+tdcc+technical+volume,D+20,D+1_open,10.0,138,30,21.74,0.04,74,17,3.96,7.49,0.76,100.0,strong_bull=108; range_or_unclear=23; mild_bull=5; weak_or_correction=2,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2 + near_60d_high_5pct,market+price_position+tdcc+volume,D+20,D+1_open,10.0,175,38,21.71,0.05,88,26,4.02,7.37,0.94,100.0,strong_bull=175,ok_initial_sample
