rule_name,rule_family,target_window,entry_basis,target_return_pct,selected_stock_days,hit_stock_days,hit_rate_pct,coverage_of_all_hits_pct,selected_unique_stocks,hit_unique_stocks,median_next_open_to_high_return_pct,avg_next_open_to_high_return_pct,avg_signal_close_to_next_open_gap_pct,tdcc_available_rate_pct,top_market_regime_counts,sample_status
vol5_avg_ge_2 + market_bull + kd_bullish_not_overheated,market+technical+volume,D+5,D+1_open,10.0,6175,1296,20.99,4.28,1394,542,3.69,6.56,0.66,19.01,strong_bull=5609; mild_bull=566,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_all_up + kd_bullish_not_overheated + near_60d_high_10pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,496,104,20.97,0.34,197,60,3.28,6.71,0.81,100.0,strong_bull=392; range_or_unclear=81; mild_bull=20; weak_or_correction=3,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_all_up + macd_hist_pos + kd_bullish_not_overheated,market+tdcc+technical+volume,D+5,D+1_open,10.0,391,82,20.97,0.27,232,60,3.14,6.3,0.98,100.0,strong_bull=373; mild_bull=18,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_all_up + near_60d_high_10pct,market+price_position+tdcc+volume,D+5,D+1_open,10.0,587,123,20.95,0.41,280,73,3.21,6.45,0.87,100.0,strong_bull=587,ok_initial_sample
vol5_avg_ge_1_5 + near_60d_high_10pct,price_position+volume,D+5,D+1_open,10.0,16412,3434,20.92,11.33,1748,778,3.27,6.39,0.66,22.51,strong_bull=13424; range_or_unclear=1871; mild_bull=1079; weak_or_correction=38,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + macd_hist_pos + kd_bullish_not_overheated + near_60d_high_10pct,market+price_position+technical+volume,D+5,D+1_open,10.0,5559,1163,20.92,3.84,1412,513,3.38,6.43,0.66,27.38,strong_bull=5091; mild_bull=468,ok_initial_sample
vol5_avg_ge_2 + bb_width_not_extreme,technical+volume,D+5,D+1_open,10.0,1955,409,20.92,1.35,675,208,3.33,6.37,0.7,44.25,strong_bull=1846; range_or_unclear=76; mild_bull=33,ok_initial_sample
vol5_avg_ge_1_5 + rsi_50_75,technical+volume,D+5,D+1_open,10.0,18856,3940,20.9,13.0,1828,911,3.6,6.46,0.58,18.46,strong_bull=15277; range_or_unclear=1988; mild_bull=1542; weak_or_correction=49,ok_initial_sample
day_vol_ge_2 + tdcc_high_up + kd_bullish_not_overheated + near_60d_high_10pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,512,107,20.9,0.35,254,68,3.34,6.48,0.87,100.0,strong_bull=421; range_or_unclear=70; mild_bull=17; weak_or_correction=4,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + close_above_ema23 + return_5d_5_20,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,158,33,20.89,0.11,84,25,3.8,6.24,1.02,100.0,strong_bull=129; range_or_unclear=25; mild_bull=4,ok_initial_sample
day_vol_ge_2 + market_strong_bull + bb_width_not_extreme + near_60d_high_10pct,market+price_position+technical+volume,D+5,D+1_open,10.0,2342,489,20.88,1.61,989,318,2.51,6.19,0.89,52.39,strong_bull=2342,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_up + bb_width_not_extreme + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,182,38,20.88,0.13,94,26,2.15,5.71,0.51,100.0,strong_bull=182,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + macd_hist_pos,market+technical+volume,D+5,D+1_open,10.0,15592,3254,20.87,10.74,1791,798,3.43,6.38,0.71,25.67,strong_bull=15592,ok_initial_sample
day_vol_ge_2 + tdcc_high_streak2 + macd_hist_pos + return_5d_5_20,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,144,30,20.83,0.1,80,22,3.85,6.26,1.02,100.0,strong_bull=114; range_or_unclear=26; mild_bull=4,ok_initial_sample
vol5_avg_ge_1_5 + kd_bullish_not_overheated + near_60d_high_5pct,price_position+technical+volume,D+5,D+1_open,10.0,4802,1000,20.82,3.3,1286,494,3.43,6.41,0.77,24.95,strong_bull=4016; range_or_unclear=470; mild_bull=305; weak_or_correction=11,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_up,tdcc+volume,D+5,D+1_open,10.0,1979,412,20.82,1.36,450,142,3.13,6.33,0.67,100.0,strong_bull=1614; range_or_unclear=263; mild_bull=95; weak_or_correction=7,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + kd_bullish_not_overheated + bb_width_not_extreme,market+technical+volume,D+5,D+1_open,10.0,1028,214,20.82,0.71,473,131,3.49,6.23,0.79,49.42,strong_bull=1028,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_all_up + macd_hist_pos + kd_bullish_not_overheated,market+tdcc+technical+volume,D+5,D+1_open,10.0,476,99,20.8,0.33,209,62,3.25,6.36,0.77,100.0,strong_bull=454; mild_bull=22,ok_initial_sample
vol5_avg_ge_2 + market_bull + tdcc_high_streak2 + close_above_ema23 + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,125,26,20.8,0.09,56,19,4.49,6.53,0.93,100.0,strong_bull=119; mild_bull=6,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + tdcc_all_up + bb_width_not_extreme,market+tdcc+technical+volume,D+5,D+1_open,10.0,125,26,20.8,0.09,65,20,3.32,6.16,0.73,100.0,strong_bull=125,ok_initial_sample
vol5_avg_ge_2 + tdcc_all_up + kd_bullish_not_overheated + near_60d_high_5pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,130,27,20.77,0.09,68,23,4.12,7.38,0.9,100.0,strong_bull=99; range_or_unclear=23; mild_bull=7; weak_or_correction=1,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_all_up + rsi_50_75,market+tdcc+technical+volume,D+5,D+1_open,10.0,453,94,20.75,0.31,245,68,3.14,6.39,0.83,100.0,strong_bull=439; mild_bull=14,ok_initial_sample
day_vol_ge_2 + tdcc_high_up + kd_bullish_not_overheated + bb_width_not_extreme + near_60d_high_10pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,241,50,20.75,0.16,159,36,2.91,6.27,1.0,100.0,strong_bull=222; range_or_unclear=14; mild_bull=5,ok_initial_sample
vol5_avg_ge_2 + market_bull + tdcc_all_up + kd_bullish_not_overheated + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,106,22,20.75,0.07,64,20,4.12,7.24,0.96,100.0,strong_bull=99; mild_bull=7,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + rsi_50_75,market+technical+volume,D+5,D+1_open,10.0,6688,1387,20.74,4.58,1397,543,3.8,6.51,0.6,17.97,strong_bull=6688,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_up + macd_hist_pos + kd_bullish_not_overheated,tdcc+technical+volume,D+5,D+1_open,10.0,714,148,20.73,0.49,278,80,3.33,6.47,0.75,100.0,strong_bull=583; range_or_unclear=104; mild_bull=23; weak_or_correction=4,ok_initial_sample
vol5_avg_ge_2 + market_bull + tdcc_high_up + macd_hist_pos + kd_bullish_not_overheated,market+tdcc+technical+volume,D+5,D+1_open,10.0,222,46,20.72,0.15,121,34,4.42,6.51,0.72,100.0,strong_bull=211; mild_bull=11,ok_initial_sample
vol5_avg_ge_1_5 + rsi_50_75 + near_60d_high_10pct,price_position+technical+volume,D+5,D+1_open,10.0,9791,2028,20.71,6.69,1590,679,3.42,6.37,0.56,22.05,strong_bull=7943; range_or_unclear=1156; mild_bull=667; weak_or_correction=25,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + macd_hist_pos + kd_bullish_not_overheated + near_60d_high_5pct,market+price_position+technical+volume,D+5,D+1_open,10.0,3148,652,20.71,2.15,1096,369,3.33,6.37,0.87,29.8,strong_bull=3148,ok_initial_sample
vol5_avg_ge_1_5 + kd_bullish_not_overheated + bb_width_not_extreme,technical+volume,D+5,D+1_open,10.0,3359,695,20.69,2.29,1071,338,3.29,6.24,0.84,48.88,strong_bull=3176; range_or_unclear=123; mild_bull=60,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_up + kd_bullish_not_overheated + near_60d_high_10pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,600,124,20.67,0.41,233,71,3.4,6.62,0.77,100.0,strong_bull=486; range_or_unclear=90; mild_bull=21; weak_or_correction=3,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + macd_hist_pos + kd_bullish_not_overheated,market+technical+volume,D+5,D+1_open,10.0,3279,677,20.65,2.23,1051,346,3.61,6.45,0.7,28.7,strong_bull=3279,ok_initial_sample
day_vol_ge_2 + tdcc_all_up + bb_width_not_extreme + near_60d_high_5pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,155,32,20.65,0.11,102,28,3.13,6.55,0.89,100.0,strong_bull=139; range_or_unclear=11; mild_bull=5,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + kd_bullish_not_overheated + near_60d_high_10pct,market+price_position+technical+volume,D+5,D+1_open,10.0,2983,615,20.62,2.03,993,333,3.57,6.5,0.72,24.54,strong_bull=2983,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_all_up + rsi_50_75 + near_60d_high_5pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,320,66,20.62,0.22,146,42,3.26,6.85,0.82,100.0,strong_bull=269; range_or_unclear=43; mild_bull=7; weak_or_correction=1,ok_initial_sample
vol5_avg_ge_1_5 + rsi_50_75 + near_60d_high_5pct,price_position+technical+volume,D+5,D+1_open,10.0,5490,1131,20.6,3.73,1335,515,3.36,6.3,0.66,21.97,strong_bull=4570; range_or_unclear=567; mild_bull=343; weak_or_correction=10,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + kd_bullish_not_overheated + near_60d_high_5pct,market+price_position+technical+volume,D+5,D+1_open,10.0,4321,890,20.6,2.94,1251,458,3.3,6.29,0.76,24.81,strong_bull=4016; mild_bull=305,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + tdcc_all_up + kd_bullish_not_overheated + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,141,29,20.57,0.1,77,24,4.6,6.68,0.9,100.0,strong_bull=141,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_up + near_60d_high_10pct,market+price_position+tdcc+volume,D+5,D+1_open,10.0,754,155,20.56,0.51,334,91,3.28,6.35,0.82,100.0,strong_bull=731; mild_bull=23,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_all_up + bb_width_not_extreme + near_60d_high_5pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,146,30,20.55,0.1,79,23,2.31,6.24,0.53,100.0,strong_bull=134; range_or_unclear=9; mild_bull=3,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + rsi_50_75 + near_60d_high_10pct,market+price_position+technical+volume,D+5,D+1_open,10.0,3327,683,20.53,2.25,1078,361,3.72,6.5,0.61,22.21,strong_bull=3327,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + kd_bullish_not_overheated,market+technical+volume,D+5,D+1_open,10.0,5609,1151,20.52,3.8,1351,502,3.65,6.42,0.7,20.04,strong_bull=5609,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + bb_width_not_extreme + near_60d_high_10pct,market+price_position+technical+volume,D+5,D+1_open,10.0,2519,517,20.52,1.71,820,265,2.44,5.94,0.75,47.76,strong_bull=2471; mild_bull=48,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_all_up + rsi_50_75,market+tdcc+technical+volume,D+5,D+1_open,10.0,683,140,20.5,0.46,247,74,3.31,6.52,0.63,100.0,strong_bull=662; mild_bull=21,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_up + rsi_50_75 + near_60d_high_5pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,400,82,20.5,0.27,172,51,3.27,6.67,0.76,100.0,strong_bull=344; range_or_unclear=47; mild_bull=8; weak_or_correction=1,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + close_above_ema23 + return_10d_10_40,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,161,33,20.5,0.11,64,20,4.41,6.74,0.73,100.0,strong_bull=154; mild_bull=7,ok_initial_sample
vol5_avg_ge_3 + market_strong_bull + macd_hist_pos + return_5d_5_20,market+price_position+technical+volume,D+5,D+1_open,10.0,850,174,20.47,0.57,417,114,3.63,6.64,0.63,18.0,strong_bull=850,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_up + rsi_50_75 + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,552,113,20.47,0.37,220,64,3.33,6.41,0.66,100.0,strong_bull=552,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_up + kd_bullish_not_overheated + bb_width_not_extreme + near_60d_high_5pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,127,26,20.47,0.09,78,21,2.6,6.37,0.6,100.0,strong_bull=118; range_or_unclear=6; mild_bull=3,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_up + rsi_50_75,market+tdcc+technical+volume,D+5,D+1_open,10.0,582,119,20.45,0.39,304,85,3.14,6.2,0.8,100.0,strong_bull=563; mild_bull=19,ok_initial_sample
day_vol_ge_2 + kd_bullish_not_overheated,technical+volume,D+5,D+1_open,10.0,13249,2708,20.44,8.94,1918,956,3.41,6.32,0.77,21.87,strong_bull=10719; range_or_unclear=1236; mild_bull=1219; weak_or_correction=75,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + rsi_50_75 + near_60d_high_5pct,market+price_position+technical+volume,D+5,D+1_open,10.0,4913,1004,20.44,3.31,1303,482,3.28,6.21,0.62,22.29,strong_bull=4570; mild_bull=343,ok_initial_sample
vol5_avg_ge_2 + tdcc_high_streak2 + return_5d_5_20,price_position+tdcc+volume,D+5,D+1_open,10.0,137,28,20.44,0.09,55,18,4.25,6.84,0.71,100.0,strong_bull=99; range_or_unclear=28; mild_bull=10,ok_initial_sample
vol5_avg_ge_2 + market_bull + tdcc_high_streak2 + near_60d_high_10pct,market+price_position+tdcc+volume,D+5,D+1_open,10.0,137,28,20.44,0.09,62,20,3.91,6.19,0.83,100.0,strong_bull=131; mild_bull=6,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + kd_bullish_not_overheated + bb_width_not_extreme,market+technical+volume,D+5,D+1_open,10.0,3236,660,20.4,2.18,1065,333,3.21,6.15,0.83,47.37,strong_bull=3176; mild_bull=60,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_all_up + rsi_50_75,market+tdcc+technical+volume,D+5,D+1_open,10.0,662,135,20.39,0.45,243,70,3.33,6.47,0.63,100.0,strong_bull=662,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_up + rsi_50_75 + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,564,115,20.39,0.38,222,65,3.32,6.49,0.67,100.0,strong_bull=552; mild_bull=12,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_up + near_60d_high_10pct,market+price_position+tdcc+volume,D+5,D+1_open,10.0,731,149,20.38,0.49,329,89,3.25,6.26,0.82,100.0,strong_bull=731,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_up + bb_width_not_extreme + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,339,69,20.35,0.23,159,43,2.13,5.75,0.56,100.0,strong_bull=336; mild_bull=3,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + macd_hist_pos + kd_bullish_not_overheated + near_60d_high_10pct,market+price_position+technical+volume,D+5,D+1_open,10.0,5091,1035,20.33,3.42,1372,477,3.31,6.29,0.72,28.87,strong_bull=5091,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + near_60d_high_10pct,market+price_position+volume,D+5,D+1_open,10.0,14503,2945,20.31,9.72,1738,751,3.15,6.19,0.62,22.56,strong_bull=13424; mild_bull=1079,ok_initial_sample
day_vol_ge_2 + tdcc_high_up + macd_hist_pos + kd_bullish_not_overheated,tdcc+technical+volume,D+5,D+1_open,10.0,591,120,20.3,0.4,305,78,3.18,6.17,0.85,100.0,strong_bull=490; range_or_unclear=76; mild_bull=20; weak_or_correction=5,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + rsi_50_75,market+technical+volume,D+5,D+1_open,10.0,16819,3412,20.29,11.26,1816,873,3.49,6.3,0.51,18.45,strong_bull=15277; mild_bull=1542,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_streak2 + rsi_50_75 + return_5d_5_20,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,138,28,20.29,0.09,66,16,4.41,6.97,0.61,100.0,strong_bull=106; range_or_unclear=29; mild_bull=3,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + kd_bullish_not_overheated + bb_width_not_extreme,market+technical+volume,D+5,D+1_open,10.0,3176,644,20.28,2.12,1060,327,3.2,6.11,0.84,47.26,strong_bull=3176,ok_initial_sample
vol5_avg_ge_1_5 + macd_hist_pos + kd_bullish_not_overheated,technical+volume,D+5,D+1_open,10.0,9311,1887,20.27,6.23,1664,710,3.52,6.35,0.67,27.54,strong_bull=7464; range_or_unclear=1124; mild_bull=692; weak_or_correction=31,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_all_up + rsi_50_75,market+tdcc+technical+volume,D+5,D+1_open,10.0,439,89,20.27,0.29,238,64,3.16,6.26,0.83,100.0,strong_bull=439,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_all_up + macd_hist_pos + kd_bullish_not_overheated,market+tdcc+technical+volume,D+5,D+1_open,10.0,454,92,20.26,0.3,202,58,3.23,6.18,0.76,100.0,strong_bull=454,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_all_up + kd_bullish_not_overheated + near_60d_high_5pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,311,63,20.26,0.21,140,43,3.28,6.79,0.8,100.0,strong_bull=249; range_or_unclear=46; mild_bull=14; weak_or_correction=2,ok_initial_sample
day_vol_ge_2 + tdcc_high_up + kd_bullish_not_overheated + bb_width_not_extreme + near_60d_high_5pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,153,31,20.26,0.1,112,28,3.07,6.25,1.05,100.0,strong_bull=139; range_or_unclear=9; mild_bull=5,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_up + rsi_50_75,market+tdcc+technical+volume,D+5,D+1_open,10.0,563,114,20.25,0.38,296,81,3.17,6.14,0.8,100.0,strong_bull=563,ok_initial_sample
day_vol_ge_2 + market_bull + kd_bullish_not_overheated,market+technical+volume,D+5,D+1_open,10.0,11938,2416,20.24,7.97,1903,916,3.34,6.24,0.75,22.32,strong_bull=10719; mild_bull=1219,ok_initial_sample
vol5_avg_ge_2 + market_bull + tdcc_high_up + kd_bullish_not_overheated + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,193,39,20.21,0.13,101,30,4.55,6.84,0.82,100.0,strong_bull=184; mild_bull=9,ok_initial_sample
vol5_avg_ge_3 + market_strong_bull + macd_hist_pos + kd_bullish_not_overheated + return_5d_5_20,market+price_position+technical+volume,D+5,D+1_open,10.0,510,103,20.2,0.34,301,75,3.59,6.71,0.65,20.78,strong_bull=510,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + bb_width_not_extreme + near_60d_high_10pct,market+price_position+technical+volume,D+5,D+1_open,10.0,2471,499,20.19,1.65,810,256,2.4,5.86,0.74,47.79,strong_bull=2471,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_streak2 + near_60d_high_10pct,price_position+tdcc+volume,D+5,D+1_open,10.0,431,87,20.19,0.29,126,41,3.29,6.28,0.73,100.0,strong_bull=338; range_or_unclear=79; mild_bull=12; weak_or_correction=2,ok_initial_sample
vol5_avg_ge_3 + market_bull + tdcc_high_up,market+tdcc+volume,D+5,D+1_open,10.0,104,21,20.19,0.07,52,18,4.52,7.42,0.66,100.0,strong_bull=98; mild_bull=6,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_all_up + bb_width_not_extreme + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,268,54,20.15,0.18,130,35,2.12,5.69,0.63,100.0,strong_bull=265; mild_bull=3,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_up + kd_bullish_not_overheated + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,308,62,20.13,0.2,182,50,3.19,6.21,0.99,100.0,strong_bull=294; mild_bull=14,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_streak2 + close_above_ema23 + return_10d_10_40,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,154,31,20.13,0.1,62,20,4.48,6.43,0.73,100.0,strong_bull=154,ok_initial_sample
vol5_avg_ge_2 + market_bull + bb_width_not_extreme,market+technical+volume,D+5,D+1_open,10.0,1879,378,20.12,1.25,666,203,3.2,6.17,0.7,42.36,strong_bull=1846; mild_bull=33,ok_initial_sample
vol5_avg_ge_2 + market_bull + tdcc_high_up + bb_width_not_extreme,market+tdcc+technical+volume,D+5,D+1_open,10.0,169,34,20.12,0.11,91,26,2.73,6.27,0.61,100.0,strong_bull=165; mild_bull=4,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_all_up + macd_hist_pos + kd_bullish_not_overheated,market+tdcc+technical+volume,D+5,D+1_open,10.0,373,75,20.11,0.25,227,56,3.13,6.08,0.98,100.0,strong_bull=373,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + rsi_50_75 + near_60d_high_10pct,market+price_position+technical+volume,D+5,D+1_open,10.0,8610,1729,20.08,5.71,1568,642,3.3,6.19,0.49,22.23,strong_bull=7943; mild_bull=667,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + kd_bullish_not_overheated + near_60d_high_5pct,market+price_position+technical+volume,D+5,D+1_open,10.0,4016,803,20.0,2.65,1226,432,3.23,6.16,0.79,25.8,strong_bull=4016,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_up + bb_width_not_extreme + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,190,38,20.0,0.13,124,31,2.78,6.07,0.81,100.0,strong_bull=185; mild_bull=5,ok_initial_sample
vol5_avg_ge_2 + tdcc_high_streak2 + near_60d_high_5pct,price_position+tdcc+volume,D+5,D+1_open,10.0,115,23,20.0,0.08,53,15,3.91,6.77,0.87,100.0,strong_bull=89; range_or_unclear=20; mild_bull=5; weak_or_correction=1,ok_initial_sample
day_vol_ge_2 + market_strong_bull + kd_bullish_not_overheated,market+technical+volume,D+5,D+1_open,10.0,10719,2141,19.97,7.06,1884,873,3.31,6.17,0.81,23.97,strong_bull=10719,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_up + kd_bullish_not_overheated + near_60d_high_5pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,381,76,19.95,0.25,164,50,3.36,6.64,0.74,100.0,strong_bull=312; range_or_unclear=52; mild_bull=15; weak_or_correction=2,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_up + bb_width_not_extreme + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,336,67,19.94,0.22,157,42,2.13,5.55,0.56,100.0,strong_bull=336,ok_initial_sample
vol5_avg_ge_1_5 + kd_bullish_not_overheated + near_60d_high_10pct,price_position+technical+volume,D+5,D+1_open,10.0,7838,1562,19.93,5.15,1558,611,3.31,6.24,0.64,24.62,strong_bull=6432; range_or_unclear=853; mild_bull=534; weak_or_correction=19,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + rsi_50_75,market+technical+volume,D+5,D+1_open,10.0,15277,3043,19.92,10.04,1799,832,3.46,6.21,0.57,19.64,strong_bull=15277,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + macd_hist_pos + kd_bullish_not_overheated,market+technical+volume,D+5,D+1_open,10.0,8156,1624,19.91,5.36,1632,656,3.39,6.22,0.63,28.24,strong_bull=7464; mild_bull=692,ok_initial_sample
